DataDescriptor,TimeElap(ns),Value,AdditionalComment
Current,12954509,0.6980896325774218,num 672
Current,12958839,0.07764228753063585,num 673
Current,12963379,0.4958548845805598,num 674
Current,12967290,0.5339830060777397,num 675
Current,12972319,0.2246312454126903,num 677
Voltage,12976649,0.8674530569523446,num 678
Current,12979163,0.40428106234958816,num 678
Current,12984192,0.9259700764566023,num 680
Voltage,12987893,0.261886510811416,num 681
Current,12992154,0.788144136065121,num 682
Voltage,12997112,0.9735125895181813,num 684
Current,12999627,0.9552127575075116,num 684
Voltage,13003328,0.649564464977566,num 685
Current,13005842,0.31108403894766745,num 685
Current,13010103,0.03475694404798024,num 686
Current,13014084,0.6974529094843763,num 687
Voltage,13020300,0.5321606415795177,num 690
Voltage,13024560,0.6639759046284799,num 691
Current,13027144,0.39385404512203614,num 691
Current,13032103,0.9204611381558799,num 693
Current,13035874,0.6553541556482763,num 694
Current,13040693,0.3115644185565615,num 695
Voltage,13044395,0.2332457425794271,num 696
Current,13046909,0.21442499671829796,num 696
Voltage,13050750,0.8742966467158814,num 697
Current,13053265,0.6118950040179183,num 697
Voltage,13057804,0.014870930455260778,num 698
Current,13060668,0.10828693872779527,num 698
Current,13066954,0.9512398891698152,num 701
Current,13070934,0.9555266146304541,num 702
Current,13075265,0.1614861598683297,num 703
Current,13078966,0.9658870200722782,num 704
Current,13082738,0.03358389266926243,num 705
Current,13086649,0.14900898455875733,num 706
Current,13090979,0.6024007899661398,num 707
Voltage,13095868,0.7896870840042222,num 709
Current,13098452,0.2597634362448126,num 709
Voltage,13102154,0.7647899542661586,num 710
Current,13105157,0.4019885500042223,num 710
Voltage,13108928,0.8016947032515682,num 711
Current,13111443,0.5709323029942609,num 711
Current,13115144,0.9947178224566728,num 712
Current,13118846,0.35996277739282856,num 713
Voltage,13124363,0.4073175964179534,num 715
Voltage,13128134,0.786142671794804,num 716
Current,13130719,0.07212575959970124,num 716
Voltage,13135188,0.2734981028337452,num 717
Current,13140077,0.575179529772292,num 718
Voltage,13143779,0.16034061881126482,num 719
Current,13146293,0.6263939632694527,num 719
Voltage,13149925,0.37765565063426054,num 720
Current,13152858,0.3817822040459148,num 720
Voltage,13157049,0.6928058930157739,num 721
Current,13159563,0.2647667330670114,num 721
Current,13163265,0.6448128438089847,num 722
Voltage,13169550,0.22784274905986457,num 725
Voltage,13175207,0.47122161353592595,num 727
Current,13178979,0.4527274263116411,num 728
Voltage,13182681,0.06024960233096588,num 729
Current,13185335,0.25379427191211534,num 729
Voltage,13194833,0.8464529691424892,num 730
Current,13200979,0.5525192138449265,num 732
Current,13204681,0.5234049229197592,num 733
Current,13208452,0.09317177532119791,num 734
Current,13212852,0.8948040169991679,num 735
Voltage,13216553,0.16252429186518136,num 736
Current,13219208,0.6197467337811291,num 736
Voltage,13222839,0.0063302649015041235,num 737
Current,13225633,0.6671298534301976,num 737
Voltage,13229823,0.28741500345377036,num 738
Voltage,13233595,0.4171214459262419,num 739
Current,13236039,0.5599926581175637,num 739
Voltage,13239671,0.09208562064510029,num 740
Current,13242395,0.5982912121005745,num 740
Current,13246655,0.3539930570371337,num 741
Voltage,13250357,0.9158010348263698,num 742
Current,13252801,0.13098110960746667,num 742
Voltage,13256503,0.28466547283726995,num 743
Voltage,13260204,0.6893089323655667,num 744
Current,13264395,0.6280968169459259,num 745
Voltage,13268027,0.6839887927328336,num 746
Voltage,13272077,0.29641297861176774,num 747
Current,13274592,0.8274426964728805,num 747
Current,13280109,0.7268268533624406,num 749
Voltage,13286255,0.9128440761051495,num 752
Voltage,13289887,0.33333811533978197,num 753
Current,13292890,0.0459768463502479,num 753
Voltage,13296801,0.8381515088360053,num 754
Current,13299176,0.0173173265990747,num 754
Current,13303436,0.19285704342656163,num 755
Voltage,13307208,0.36721560025878264,num 756
Voltage,13311468,0.474032936061481,num 757
Current,13315239,0.28067623310320067,num 758
Voltage,13320198,0.590546265542757,num 760
Voltage,13323900,0.18549181269516724,num 761
Voltage,13329347,0.5247907832819744,num 763
Current,13331861,0.25576782385915076,num 763
Voltage,13336052,0.35905768149961226,num 764
Voltage,13343176,0.48794451617202783,num 767
Voltage,13349252,0.8419619256767236,num 769
Voltage,13353443,0.12942362073038782,num 770
Voltage,13370204,0.4209666913884563,num 771
Current,13374395,0.60616676338485,num 772
Current,13378306,0.159896728817581,num 773
Voltage,13381938,0.6268811430843858,num 774
Voltage,13387455,0.6703946919818518,num 776
Current,13391227,0.1477715992832691,num 777
Voltage,13394858,0.7060531744635304,num 778
Current,13397303,0.11861196491376458,num 778
Voltage,13401074,0.36644652877711814,num 779
Voltage,13405334,0.3786605106022024,num 780
Current,13409804,0.8342438796983264,num 781
Current,13414903,0.8438131178843561,num 782
Current,13420141,0.321260713131468,num 783
Current,13426007,0.6786854618095668,num 784
Voltage,13431665,0.014867169335562425,num 785
Voltage,13439487,0.6087919831764081,num 787
Current,13444027,0.41179274106455843,num 787
Current,13449754,0.4574813402477397,num 788
Voltage,13457157,0.5102411424208678,num 792
Voltage,13461347,0.5010988782375816,num 793
Current,13465957,0.8714472253539012,num 794
Voltage,13469658,0.6747017304484231,num 795
Current,13472173,0.6479851315820179,num 795
Current,13476223,0.9055411151423242,num 796
Voltage,13482858,0.7201573241217156,num 799
Current,13485373,0.8036329626066319,num 799
Voltage,13489004,0.1634430607893993,num 800
Current,13491449,0.38377777634503474,num 800
Current,13496198,0.31829416693818013,num 801
Voltage,13499969,0.24579500672943755,num 802
Voltage,13504928,0.6318320932510105,num 804
Voltage,13508630,0.687776195489842,num 805
Current,13515055,0.4741683680596497,num 806
Voltage,13520433,0.7297778784600922,num 807
Voltage,13527138,0.2012543482446102,num 809
Current,13530909,0.38281812389476844,num 809
Voltage,13536706,0.9546755911357123,num 810
Current,13540547,0.7330852545072258,num 810
Voltage,13545995,0.7731240931272906,num 811
Current,13549836,0.6301477074001801,num 811
Voltage,13575678,0.11067987200246854,num 812
Current,13579868,0.6572003976114063,num 812
Current,13587620,0.3336228698672632,num 814
Voltage,13594325,0.017901123378387673,num 816
Current,13598446,0.1675617884218341,num 816
Current,13605639,0.3334944679755082,num 818
Voltage,13612065,0.5596395258877019,num 820
Voltage,13617023,0.6688917048741996,num 821
Voltage,13622611,0.009236477413746447,num 822
Current,13626592,0.12601142294619805,num 822
Current,13631760,0.9556904579950284,num 823
Voltage,13638325,0.7126755778559745,num 825
Current,13642096,0.9181781364956411,num 825
Current,13648103,0.8260656283936137,num 826
Current,13653411,0.6240820942161349,num 827
Voltage,13658649,0.09117888363663051,num 828
Voltage,13664166,0.21109948738177597,num 829
Current,13667938,0.04811735359445524,num 829
Voltage,13675411,0.22931326896087778,num 831
Current,13682255,0.8582205584599895,num 833
Voltage,13687423,0.4249724598914363,num 834
Current,13691754,0.37545515197445645,num 834
Voltage,13698458,0.5691927394835639,num 836
Voltage,13705024,0.30649574810242963,num 838
Current,13708655,0.4046367695806362,num 838
Voltage,13715639,0.4288314537086346,num 840
Current,13723532,0.9489204412682228,num 843
Voltage,13728420,0.6719374237390008,num 844
Current,13732960,0.586102209373974,num 844
Current,13738966,0.8755929207342893,num 845
Voltage,13745881,0.30122927712036096,num 847
Current,13749792,0.46218821683197764,num 847
Voltage,13757474,0.5683074938043695,num 849
Voltage,13767112,0.025886092325374532,num 850
Current,13771303,0.7653768921841322,num 850
Voltage,13776401,0.5240209955037103,num 851
Current,13780033,0.6188918606766638,num 851
Current,13789532,0.9505179387177973,num 854
Current,13797633,0.8684645909919576,num 857
Current,13804757,0.39290998383574827,num 859
Current,13809785,0.7061768803356934,num 860
Current,13816071,0.7007180750281923,num 862
Voltage,13821519,0.41529352283762255,num 863
Current,13824941,0.2312541705300265,num 863
Voltage,13830039,0.8816129018218789,num 864
Current,13834998,0.8982662674036243,num 865
Current,13842262,0.03384872409412332,num 867
Voltage,13849385,0.37909830542921275,num 869
Voltage,13854554,0.5893383590296907,num 870
Current,13858185,0.5307532759005407,num 870
Current,13863982,0.4691542991708382,num 871
Current,13869081,0.9442900672884732,num 872
Voltage,13876274,0.8181982845114515,num 874
Current,13885424,0.2886627775124613,num 874
Current,13891500,0.6045244849017788,num 875
Current,13896458,0.9204037377649685,num 876
Voltage,13901697,0.005363026146041894,num 877
Voltage,13907773,0.9070351284685378,num 878
Voltage,13912801,0.8235765591783166,num 879
Current,13917481,0.7924023503754178,num 879
Voltage,13922719,0.1367690398121445,num 880
Current,13926281,0.3304328297467487,num 880
Current,13932706,0.17901010088417324,num 882
Voltage,13938782,0.3209391290718675,num 883
Voltage,13943881,0.5826994874019875,num 884
Current,13947233,0.0805990500713486,num 884
Current,13952820,0.8837322735982488,num 885
Voltage,13957779,0.2760354210168008,num 886
Voltage,13963436,0.5351949872175811,num 887
Current,13971328,0.6919725886911371,num 890
Current,13976147,0.5639070049710954,num 891
Voltage,13985716,0.9962456428235793,num 892
Current,13989836,0.735692976275434,num 892
Voltage,13994725,0.8263303036297696,num 893
Current,13999614,0.6225148444279119,num 894
Current,14004433,0.31778417346682275,num 895
Current,14010160,0.8218637484390235,num 896
Voltage,14014979,0.5321640492338603,num 897
Voltage,14021195,0.9547158346015867,num 898
Current,14024547,0.856501394265002,num 898
Voltage,14030065,0.2539167576809216,num 899
Current,14033557,0.020464205637029442,num 899
Voltage,14040192,0.9801436909971564,num 901
Current,14043684,0.07364558163929391,num 901
Current,14048642,0.03875891153411348,num 902
Voltage,14055836,0.9297878149541107,num 904
Current,14059328,0.5168443875083237,num 904
Voltage,14064566,0.21088166270923625,num 905
Voltage,14072249,0.23907924095445499,num 906
Voltage,14077976,0.9369282090057724,num 907
Voltage,14084262,0.0622261510015899,num 909
Voltage,14090827,0.8751074054112485,num 911
Current,14094109,0.7537377295058247,num 911
Current,14099627,0.047695143931892225,num 912
Current,14104655,0.1247387250906572,num 913
Voltage,14112198,0.518594981839319,num 915
Current,14115690,0.1527851567814298,num 915
Voltage,14121208,0.2788092364887428,num 916
Current,14124630,0.3288250216246341,num 916
Current,14129379,0.4500597414507457,num 917
Current,14134268,0.010123519204356834,num 918
Voltage,14140065,0.7369329308081901,num 919
Current,14145023,0.7267841279710304,num 920
Current,14149773,0.34798563066398047,num 921
Voltage,14154662,0.9174984904699578,num 922
Current,14158014,0.7853244773404241,num 922
Voltage,14186020,0.2870368635267808,num 923
Current,14200477,0.7392281576556279,num 925
Current,14206693,0.40560652222429416,num 927
Current,14212281,0.9840668975542388,num 928
Voltage,14218985,0.35195171772798195,num 930
Current,14223804,0.9139958337809261,num 931
Current,14231836,0.9812768846128321,num 934
Voltage,14236516,0.07113516045407486,num 935
Current,14240077,0.8093956769816006,num 935
Voltage,14246084,0.9115817946903766,num 937
Voltage,14251392,0.4746063505027569,num 938
Current,14254674,0.9630453015791697,num 938
Voltage,14259284,0.20956819403199933,num 939
Current,14262636,0.36881140603487117,num 939
Voltage,14269411,0.29711294563948465,num 941
Current,14272763,0.6024157112405292,num 941
Voltage,14277443,0.8011845319718903,num 942
Current,14280725,0.3249197349798927,num 942
Current,14285404,0.873215948701831,num 943
Current,14290084,0.6734553311438974,num 944
Voltage,14297347,0.46141753621361437,num 946
Current,14300840,0.9343341613447734,num 946
Voltage,14305449,0.7866218396957858,num 947
Current,14308662,0.07721146205864338,num 947
Voltage,14318370,0.8193437829464357,num 951
Current,14321652,0.940851347317765,num 951
Voltage,14326331,0.9678993520050754,num 952
Current,14329754,0.33513334684715534,num 952
Voltage,14334992,0.20766118250330323,num 953
Current,14338414,0.36277136752419636,num 953
Current,14343163,0.05301003007434413,num 954
Voltage,14348541,0.3100374283379381,num 955
Current,14353849,0.08398416254126007,num 956
Current,14358808,0.9500418961911673,num 957
Voltage,14363417,0.8110752953312782,num 958
Current,14366700,0.92631063737841,num 958
Current,14371239,0.32353920708293993,num 959
Current,14376757,0.5971042240914566,num 960
Current,14382903,0.8764660071812175,num 962
Voltage,14387512,0.37418542202349925,num 963
Current,14394357,0.5300928963455283,num 965
Voltage,14400433,0.02831556165458793,num 967
Current,14405392,0.8244661575356306,num 968
Current,14412166,0.9811881417375439,num 970
Current,14416916,0.19448454312128816,num 971
Voltage,14421665,0.9083605175362806,num 972
Current,14425017,0.28642454856890665,num 972
Current,14429766,0.6456310559497037,num 973
Voltage,14440313,0.6543496357980751,num 974
Voltage,14445830,0.2146365060220844,num 975
Current,14449252,0.731321713177262,num 975
Current,14453862,0.3026608535288895,num 976
Voltage,14458471,0.8861675425609449,num 977
Voltage,14463849,0.5431563659763997,num 978
Current,14467062,0.5620829840432082,num 978
Voltage,14471671,0.557064313842381,num 979
Voltage,14476351,0.8367777387019422,num 980
Current,14479633,0.1963606848143159,num 980
Current,14487735,0.8060223836454684,num 983
Current,14501354,0.28777202915802147,num 985
Voltage,14533201,0.7772037599114806,num 986
Current,14539417,0.21543920554237883,num 988
Voltage,14543747,0.6022186902659747,num 989
Current,14546751,0.15332042795067913,num 989
Current,14551849,0.7775110643223276,num 990
Current,14556179,0.14302359697645928,num 991
Current,14563443,0.29969482047219054,num 994
Voltage,14567773,0.5234601334587232,num 995
Current,14571195,0.7156190959824599,num 995
Voltage,14576922,0.1703352508013245,num 997
Current,14581182,0.7917918183773236,num 998
Voltage,14585443,0.13093014008581771,num 999
