DataDescriptor,TimeElap(ns),Value,AdditionalComment
MotorSetCommand,1005469969,1.857406042606532E15,0; p: 5.0
In_Voltage,7102821379,19.294404757715313,2; p: 6.0
Temperature,7102822636,16.576699508397216,3; p: 6.0
Out_Current,7102823753,10.096148520277344,3; p: 6.0
Out_Voltage,7102825569,10.290035982568696,3; p: 6.0
In_Voltage,7102826966,15.191486631430072,3; p: 6.0
Temperature,7102828293,12.0107545206455,4; p: 6.0
Out_Current,7102829410,1.007252161861213,4; p: 6.0
Out_Voltage,7102830598,13.055424291418207,4; p: 6.0
In_Voltage,7102831715,2.0128358547128,4; p: 6.0
Temperature,7113539990,15.868145263789014,1; p: 6.0
Out_Current,7113545507,0.09580007095722202,1; p: 6.0
Out_Voltage,7113550117,9.043366326148915,1; p: 6.0
In_Voltage,7113551793,8.27054080480497,1; p: 6.0
Temperature,7113553259,3.4862652363981397,2; p: 6.0
Out_Current,7113554586,9.210376402193138,2; p: 6.0
Out_Voltage,7113555774,0.034468748883075696,2; p: 6.0
In_Voltage,7113557310,1.1123363653257552,2; p: 6.0
Temperature,7113559196,10.02985757122875,3; p: 6.0
Out_Current,7113560523,10.038722932656539,3; p: 6.0
Out_Voltage,7113561710,16.505529556488078,3; p: 6.0
In_Voltage,7113562828,7.294999696704,3; p: 6.0
Temperature,7113564155,11.013496778711264,4; p: 6.0
Out_Current,7113565272,18.192446312306778,4; p: 6.0
Out_Voltage,7113566390,12.198214155421132,4; p: 6.0
In_Voltage,7113568205,9.161797266524484,4; p: 6.0
Temperature,7124284093,16.001936358645544,1; p: 6.0
Out_Current,7124288074,2.2098030723300712,1; p: 6.0
Out_Voltage,7124290169,3.0516878031578947,1; p: 6.0
In_Voltage,7124291985,11.119158671559843,1; p: 6.0
Temperature,7124294289,7.047742969704486,2; p: 6.0
Out_Current,7124295756,12.082389829532275,2; p: 6.0
Out_Voltage,7124299038,4.1531646776048845,2; p: 6.0
In_Voltage,7124300645,3.063424897883338,2; p: 6.0
Temperature,7124302181,8.304177460021455,3; p: 6.0
Out_Current,7124303578,16.340807799129195,3; p: 6.0
Out_Voltage,7124305045,11.022802976252919,3; p: 6.0
In_Voltage,7124306581,14.267379829422628,3; p: 6.0
Temperature,7124308188,19.271743484101066,4; p: 6.0
Out_Current,7124310353,1.4338642417351652,4; p: 6.0
Out_Voltage,7124311889,15.005674065374059,4; p: 6.0
In_Voltage,7124313286,5.043734335270112,4; p: 6.0
Temperature,7135048519,13.019932838767863,1; p: 6.0
Out_Current,7135051453,2.8257117080556444,1; p: 6.0
Out_Voltage,7135053688,4.592888352593115,1; p: 6.0
In_Voltage,7135055364,6.401266779005116,1; p: 6.0
Temperature,7135058088,13.234949444027633,2; p: 6.0
Out_Current,7135059973,19.359644047754745,2; p: 6.0
Out_Voltage,7135061649,9.048633163659819,2; p: 6.0
In_Voltage,7135063046,12.167047759879972,2; p: 6.0
Temperature,7135064303,15.223400115103148,3; p: 6.0
Out_Current,7135065421,7.766004941915524,3; p: 6.0
Out_Voltage,7135066748,4.248795714425446,3; p: 6.0
In_Voltage,7135068494,18.181566611744913,3; p: 6.0
Temperature,7135070030,9.376010880157601,4; p: 6.0
Out_Current,7135071427,18.59155861127324,4; p: 6.0
Out_Voltage,7135072754,2.3499010150107424,4; p: 6.0
In_Voltage,7135074011,9.133639792677723,4; p: 6.0
Temperature,7145767759,3.0586049981684402,1; p: 6.0
Out_Current,7145770203,15.620594992750348,1; p: 6.0
Out_Voltage,7145773765,10.130210781754093,1; p: 6.0
In_Voltage,7145775651,5.581754118429014,1; p: 6.0
Temperature,7145777048,13.202492212084975,2; p: 6.0
Out_Current,7145778235,0.4626928263818703,2; p: 6.0
Out_Voltage,7145779632,19.034976398452287,2; p: 6.0
In_Voltage,7145780889,8.55861784014041,2; p: 6.0
Temperature,7145782146,8.356746751157528,3; p: 6.0
Out_Current,7145783892,13.034685834261039,3; p: 6.0
Out_Voltage,7145785079,11.574580563347881,3; p: 6.0
In_Voltage,7145786197,13.014377121788904,3; p: 6.0
Temperature,7145787733,13.094973314989458,4; p: 6.0
Out_Current,7145788921,7.603772660069854,4; p: 6.0
Out_Voltage,7145790108,16.07502650302779,4; p: 6.0
In_Voltage,7145791295,3.112465394540351,4; p: 6.0
Temperature,7156518636,8.277911944442419,1; p: 6.0
Out_Current,7156521151,15.430305171802905,1; p: 6.0
Out_Voltage,7156522897,8.393336193593257,1; p: 6.0
In_Voltage,7156524643,2.323351461487411,1; p: 6.0
Temperature,7156526109,0.10900696174576308,2; p: 6.0
Out_Current,7156527855,1.622984737333323,2; p: 6.0
Out_Voltage,7156529112,6.004577667022858,2; p: 6.0
In_Voltage,7156530230,6.020643097989881,2; p: 6.0
Temperature,7156532255,1.0310897112798656,3; p: 6.0
Out_Current,7156533443,11.317791615020436,3; p: 6.0
Out_Voltage,7156534630,11.947902285814866,3; p: 6.0
In_Voltage,7156535817,19.38162224531238,3; p: 6.0
Temperature,7156537074,10.634006004941737,4; p: 6.0
Out_Current,7156538262,9.280754447416829,4; p: 6.0
Out_Voltage,7156539659,18.766888708146112,4; p: 6.0
In_Voltage,7156541335,1.0229733620850834,4; p: 6.0
Temperature,7167275031,17.009639377469714,1; p: 6.0
Out_Current,7167278733,15.087042701505842,1; p: 6.0
Out_Voltage,7167281736,6.459276656608181,1; p: 6.0
In_Voltage,7167283762,8.776543760688842,1; p: 6.0
Temperature,7167285508,0.4171090516627434,2; p: 6.0
Out_Current,7167287254,8.145281563458363,2; p: 6.0
Out_Voltage,7167290955,13.032548908730778,2; p: 6.0
In_Voltage,7167292492,14.374463268490915,2; p: 6.0
Temperature,7167294168,6.476740419842577,3; p: 6.0
Out_Current,7167295565,15.009371463151306,3; p: 6.0
Out_Voltage,7167296892,10.030081170795176,3; p: 6.0
In_Voltage,7167298079,2.032345162404308,3; p: 6.0
Temperature,7167299266,10.637776485126452,4; p: 6.0
Out_Current,7167301152,18.010430630924404,4; p: 6.0
Out_Voltage,7167302270,13.004789957226926,4; p: 6.0
In_Voltage,7167303457,12.049829084844799,4; p: 6.0
Temperature,7178022766,5.165468399828195,1; p: 6.0
Out_Current,7178025490,11.356243172421877,1; p: 6.0
Out_Voltage,7178027236,8.19545716124129,1; p: 6.0
In_Voltage,7178028703,14.559017943651417,1; p: 6.0
Temperature,7178032055,12.266973265961962,2; p: 6.0
Out_Current,7178033731,6.517667616214932,2; p: 6.0
Out_Voltage,7178035407,12.06986905402395,2; p: 6.0
In_Voltage,7178036525,8.832383169176532,2; p: 6.0
Temperature,7178037712,12.322174583270261,3; p: 6.0
Out_Current,7178038899,17.305194877594435,3; p: 6.0
Out_Voltage,7178040017,13.331054606810348,3; p: 6.0
In_Voltage,7178041903,0.1665714984885285,3; p: 6.0
Temperature,7178043299,2.5421242836319755,4; p: 6.0
Out_Current,7178044487,9.618549610206697,4; p: 6.0
Out_Voltage,7178045674,3.1464823675583635,4; p: 6.0
In_Voltage,7178046861,13.38465202271615,4; p: 6.0
Temperature,7188749199,6.161653034105471,1; p: 6.0
Out_Current,7188751644,7.2123325604164075,1; p: 6.0
Out_Voltage,7188754996,7.697212603240979,1; p: 6.0
In_Voltage,7188756742,0.02737623116900634,1; p: 6.0
Temperature,7188761212,10.333383002308238,2; p: 6.0
Out_Current,7188762539,11.145003981575167,2; p: 6.0
Out_Voltage,7188763726,18.196456539393786,2; p: 6.0
In_Voltage,7188764844,17.583437987442522,2; p: 6.0
Temperature,7188766031,14.04196541599587,3; p: 6.0
Out_Current,7188767917,6.120430609236259,3; p: 6.0
Out_Voltage,7188769104,7.286772926498707,3; p: 6.0
In_Voltage,7188770221,15.138095892633748,3; p: 6.0
Temperature,7188771478,9.067269261204459,4; p: 6.0
Out_Current,7188772596,17.0660603894367,4; p: 6.0
Out_Voltage,7188773783,8.074300543578214,4; p: 6.0
In_Voltage,7188774901,19.8504610955978,4; p: 6.0
Temperature,7199508877,10.121348285897517,1; p: 6.0
Out_Current,7199512648,7.283770832412942,1; p: 6.0
Out_Voltage,7199514604,7.022082630548079,1; p: 6.0
In_Voltage,7199516839,9.003150419259821,1; p: 6.0
Temperature,7199518096,2.369674993280869,2; p: 6.0
Out_Current,7199519213,9.211410113920707,2; p: 6.0
Out_Voltage,7199520470,9.161265659693855,2; p: 6.0
In_Voltage,7199523264,5.341505773094555,2; p: 6.0
Temperature,7199524381,9.013109754762667,3; p: 6.0
Out_Current,7199525569,7.243790083202957,3; p: 6.0
Out_Voltage,7199526686,8.595921059121888,3; p: 6.0
In_Voltage,7199527804,9.695076950780004,3; p: 6.0
Temperature,7199528991,7.483054994066962,4; p: 6.0
Out_Current,7199530108,4.021976329206847,4; p: 6.0
Out_Voltage,7199531994,13.277975557567641,4; p: 6.0
In_Voltage,7199533182,16.034868601402643,4; p: 6.0
Temperature,7210245227,6.257421399334932,1; p: 6.0
Out_Current,7210247811,8.403008606630099,1; p: 6.0
Out_Voltage,7210249697,2.005629142882912,1; p: 6.0
In_Voltage,7210251024,16.5115984239835,1; p: 6.0
Temperature,7210252351,1.0341389743669656,2; p: 6.0
Out_Current,7210255354,16.032477034966497,2; p: 6.0
Out_Voltage,7210256542,14.146788263483419,2; p: 6.0
In_Voltage,7210258078,9.140967947682848,2; p: 6.0
Temperature,7210259265,18.236454957258157,3; p: 6.0
Out_Current,7210260592,6.047376462681834,3; p: 6.0
Out_Voltage,7210261780,17.226663947139492,3; p: 6.0
In_Voltage,7210262897,0.26008199497964396,3; p: 6.0
Temperature,7210265272,9.23609935430329,4; p: 6.0
Out_Current,7210266459,4.137692314633915,4; p: 6.0
Out_Voltage,7210267646,12.643127881162838,4; p: 6.0
In_Voltage,7210268764,9.19572167116465,4; p: 6.0
Temperature,7220988911,2.6404743208070682,1; p: 6.0
Out_Current,7220991705,19.234879190080104,1; p: 6.0
Out_Voltage,7220993591,15.594741324632995,1; p: 6.0
In_Voltage,7220996663,6.6413075681055505,1; p: 6.0
Temperature,7220998549,15.48855799404772,2; p: 6.0
Out_Current,7220999806,2.543580202813223,2; p: 6.0
Out_Voltage,7221001063,17.23296532614995,2; p: 6.0
In_Voltage,7221002181,6.54388035529627,2; p: 6.0
Temperature,7221003368,11.183596249896972,3; p: 6.0
Out_Current,7221004556,11.833432904434389,3; p: 6.0
Out_Voltage,7221006372,3.922317025468754,3; p: 6.0
In_Voltage,7221007559,8.292848882761572,3; p: 6.0
Temperature,7221008816,8.019893329049017,4; p: 6.0
Out_Current,7221009933,0.5216365716965203,4; p: 6.0
Out_Voltage,7221011260,0.23018842671771747,4; p: 6.0
In_Voltage,7221012448,12.256051428426257,4; p: 6.0
Temperature,7231728335,9.263595556163466,1; p: 6.0
Out_Current,7231732944,3.4599737270188147,1; p: 6.0
Out_Voltage,7231734690,1.19823380650213,1; p: 6.0
In_Voltage,7231736157,1.7651335472342953,1; p: 6.0
Temperature,7231737484,15.055291202365956,2; p: 6.0
Out_Current,7231738741,12.38751493762909,2; p: 6.0
Out_Voltage,7231739859,14.004759287733373,2; p: 6.0
In_Voltage,7231741046,8.121406845611597,2; p: 6.0
Temperature,7231743001,14.287698617025937,3; p: 6.0
Out_Current,7231744398,17.340893909818913,3; p: 6.0
Out_Voltage,7231745586,5.684360163046495,3; p: 6.0
In_Voltage,7231746773,19.06595772081908,3; p: 6.0
Temperature,7231748100,11.326389415854964,4; p: 6.0
Out_Current,7231749287,13.721804522828734,4; p: 6.0
Out_Voltage,7231750893,2.621027783274259,4; p: 6.0
In_Voltage,7231752570,10.474980802935656,4; p: 6.0
Temperature,7242480749,17.166957183123067,1; p: 6.0
Out_Current,7242483333,1.1618716611167232,1; p: 6.0
Out_Voltage,7242485219,15.005887196173456,1; p: 6.0
In_Voltage,7242486755,3.2266580085060985,1; p: 6.0
Temperature,7242488082,12.086083143868354,2; p: 6.0
Out_Current,7242489339,16.226718215608336,2; p: 6.0
Out_Voltage,7242492342,11.511536810316837,2; p: 6.0
In_Voltage,7242493600,19.15383823111878,2; p: 6.0
Temperature,7242494857,3.1221270821003757,3; p: 6.0
Out_Current,7242496044,17.236060620342542,3; p: 6.0
Out_Voltage,7242497231,12.000468423571492,3; p: 6.0
In_Voltage,7242498349,14.678643643054045,3; p: 6.0
Temperature,7242499536,19.182264061878822,4; p: 6.0
Out_Current,7242501422,13.089968437386599,4; p: 6.0
Out_Voltage,7242502539,16.07172352393834,4; p: 6.0
In_Voltage,7242503727,5.193854172697368,4; p: 6.0
Temperature,7253223664,0.7022450852181329,1; p: 6.0
Out_Current,7253226249,0.08503842126230478,1; p: 6.0
Out_Voltage,7253230858,11.046999579488485,1; p: 6.0
In_Voltage,7253232884,0.16836522046636357,1; p: 6.0
Temperature,7253237074,5.160870627948547,2; p: 6.0
Out_Current,7253238331,15.380902805543833,2; p: 6.0
Out_Voltage,7253239449,9.000911348266333,2; p: 6.0
In_Voltage,7253240636,8.06704194443476,2; p: 6.0
Temperature,7253241893,4.267017592218562,3; p: 6.0
Out_Current,7253243011,16.060758636884525,3; p: 6.0
Out_Voltage,7253244407,18.01309225005439,3; p: 6.0
In_Voltage,7253246153,1.1220096676954152,3; p: 6.0
Temperature,7253247411,2.0381791554135384,4; p: 6.0
Out_Current,7253248528,13.17350265915158,4; p: 6.0
Out_Voltage,7253249645,5.193681855866391,4; p: 6.0
In_Voltage,7253250833,12.317233744415839,4; p: 6.0
Temperature,7263971609,18.28038688992347,1; p: 6.0
Out_Current,7263975520,13.078076415340977,1; p: 6.0
Out_Voltage,7263980199,14.064516537212324,1; p: 6.0
In_Voltage,7263982015,5.116113167117656,1; p: 6.0
Temperature,7263983691,10.442218861261228,2; p: 6.0
Out_Current,7263985158,4.067913113250377,2; p: 6.0
Out_Voltage,7263986555,3.039376163876267,2; p: 6.0
In_Voltage,7263988021,7.50944635379243,2; p: 6.0
Temperature,7263989418,16.01221480691807,3; p: 6.0
Out_Current,7263991723,9.258785529462196,3; p: 6.0
Out_Voltage,7263993190,6.0209918009893,3; p: 6.0
In_Voltage,7263994586,10.18877556413084,3; p: 6.0
Temperature,7263996123,3.2265563877695733,4; p: 6.0
Out_Current,7263997660,3.231859326521584,4; p: 6.0
Out_Voltage,7263999056,7.170491651344651,4; p: 6.0
In_Voltage,7264000453,6.135781281361666,4; p: 6.0
Temperature,7274726816,15.026826104740023,1; p: 6.0
Out_Current,7274728982,18.062270270701003,1; p: 6.0
Out_Voltage,7274730518,10.184729056682725,1; p: 6.0
In_Voltage,7274731845,4.046627033235728,1; p: 6.0
Temperature,7274733102,2.0892204103425223,2; p: 6.0
Out_Current,7274734289,11.027152846182258,2; p: 6.0
Out_Voltage,7274735477,18.382966506695755,2; p: 6.0
In_Voltage,7274737921,0.06353950352164306,2; p: 6.0
Temperature,7274741832,1.3239862330811072,3; p: 6.0
Out_Current,7274742950,6.022255860631047,3; p: 6.0
Out_Voltage,7274744137,7.011790157704633,3; p: 6.0
In_Voltage,7274745324,8.244205253999944,3; p: 6.0
Temperature,7274746512,17.24952040011499,4; p: 6.0
Out_Current,7274747699,6.221779652641459,4; p: 6.0
Out_Voltage,7274749305,10.066075804491522,4; p: 6.0
In_Voltage,7274750493,4.693465689369093,4; p: 6.0
Temperature,7285473084,13.000369280474038,1; p: 6.0
Out_Current,7285475669,15.025986992267358,1; p: 6.0
Out_Voltage,7285477624,4.008275639433865,1; p: 6.0
In_Voltage,7285479091,14.013324946625584,1; p: 6.0
Temperature,7285480348,9.00845458650991,2; p: 6.0
Out_Current,7285482862,0.12880617518428475,2; p: 6.0
Out_Voltage,7285484259,7.009150680956483,2; p: 6.0
In_Voltage,7285485376,7.703161183927008,2; p: 6.0
Temperature,7285486634,15.249947457172194,3; p: 6.0
Out_Current,7285487821,8.417411291860926,3; p: 6.0
Out_Voltage,7285488938,15.024614974818538,3; p: 6.0
In_Voltage,7285490056,19.170202097340805,3; p: 6.0
Temperature,7285491802,18.094021636901292,4; p: 6.0
Out_Current,7285492989,6.19343523907891,4; p: 6.0
Out_Voltage,7285494037,2.080647884939316,4; p: 6.0
In_Voltage,7285495224,12.087094912846322,4; p: 6.0
Temperature,7296203918,11.057157277394548,1; p: 6.0
Out_Current,7296206013,4.591137484921741,1; p: 6.0
Out_Voltage,7296207759,2.419078476861894,1; p: 6.0
In_Voltage,7296211181,0.6781068641075748,1; p: 6.0
Temperature,7296212857,7.074170918522046,2; p: 6.0
Out_Current,7296214603,6.111546893624047,2; p: 6.0
Out_Voltage,7296216908,14.096945441994434,2; p: 6.0
In_Voltage,7296218654,18.100785072440946,2; p: 6.0
Temperature,7296220051,18.013469434522396,3; p: 6.0
Out_Current,7296221378,3.02285039253971,3; p: 6.0
Out_Voltage,7296224241,0.017468607373840126,3; p: 6.0
In_Voltage,7296228292,17.118399427847237,3; p: 6.0
Temperature,7296230178,4.066609302598685,4; p: 6.0
Out_Current,7296231295,0.002872577552264488,4; p: 6.0
Out_Voltage,7296233041,4.401979587879858,4; p: 6.0
In_Voltage,7296234159,14.214493910847194,4; p: 6.0
Temperature,7306962338,13.019203676520268,1; p: 6.0
Out_Current,7306966249,6.045144915441015,1; p: 6.0
Out_Voltage,7306967855,6.186927320124522,1; p: 6.0
In_Voltage,7306969252,1.146515533100555,1; p: 6.0
Temperature,7306970579,6.158375752109542,2; p: 6.0
Out_Current,7306971767,12.41307098993977,2; p: 6.0
Out_Voltage,7306972954,7.076652783271085,2; p: 6.0
In_Voltage,7306974071,11.29675042287253,2; p: 6.0
Temperature,7306975747,19.346716949295644,3; p: 6.0
Out_Current,7306976935,11.519720591869469,3; p: 6.0
Out_Voltage,7306978122,2.0604833635004134,3; p: 6.0
In_Voltage,7306979309,18.683593748647333,3; p: 6.0
Temperature,7306980567,11.001205509089656,4; p: 6.0
Out_Current,7306981684,11.05313123105995,4; p: 6.0
Out_Voltage,7306982802,17.447347866172432,4; p: 6.0
In_Voltage,7306984408,11.093176097401328,4; p: 6.0
Temperature,7317692612,11.181551283498063,1; p: 6.0
Out_Current,7317695965,1.1180147903365245,1; p: 6.0
Out_Voltage,7317698130,1.5601822141355015,1; p: 6.0
In_Voltage,7317700015,9.173534994982784,1; p: 6.0
Temperature,7317701622,14.643398680182028,2; p: 6.0
Out_Current,7317703158,16.392506214967234,2; p: 6.0
Out_Voltage,7317706441,12.050099540356426,2; p: 6.0
In_Voltage,7317707978,19.392125563537988,2; p: 6.0
Temperature,7317709584,7.044348553902705,3; p: 6.0
Out_Current,7317711190,4.116876825924537,3; p: 6.0
Out_Voltage,7317712657,8.081214619625149,3; p: 6.0
In_Voltage,7317714124,17.206123994715966,3; p: 6.0
Temperature,7317715660,6.046625796263463,4; p: 6.0
Out_Current,7317717825,18.204083701062853,4; p: 6.0
Out_Voltage,7317719362,8.099261420051747,4; p: 6.0
In_Voltage,7317720828,5.4163971530920065,4; p: 6.0
Temperature,7328451103,9.08783502739961,1; p: 6.0
Out_Current,7328454315,16.482514940536177,1; p: 6.0
Out_Voltage,7328456131,14.009501277902968,1; p: 6.0
In_Voltage,7328457668,8.174668647107843,1; p: 6.0
Temperature,7328460391,7.0407995913237595,2; p: 6.0
Out_Current,7328461649,16.106970450369083,2; p: 6.0
Out_Voltage,7328462976,11.037923955870285,2; p: 6.0
In_Voltage,7328464093,15.06456732455076,2; p: 6.0
Temperature,7328465350,13.396420377204757,3; p: 6.0
Out_Current,7328466468,1.4800994150281361,3; p: 6.0
Out_Voltage,7328467655,14.074183556043522,3; p: 6.0
In_Voltage,7328469680,19.263509260544154,3; p: 6.0
Temperature,7328471007,13.295449872355265,4; p: 6.0
Out_Current,7328472195,10.013132929185009,4; p: 6.0
Out_Voltage,7328473452,3.264711412847657,4; p: 6.0
In_Voltage,7328474639,10.10772467090836,4; p: 6.0
Temperature,7339186545,16.53216285782593,1; p: 6.0
Out_Current,7339189548,8.8853953849856,1; p: 6.0
Out_Voltage,7339193669,3.9260791205455274,1; p: 6.0
In_Voltage,7339195415,1.0044596024831782,1; p: 6.0
Temperature,7339196812,8.799523092567721,2; p: 6.0
Out_Current,7339198139,14.096398961950102,2; p: 6.0
Out_Voltage,7339199536,15.146904499351582,2; p: 6.0
In_Voltage,7339200653,1.697180411038676,2; p: 6.0
Temperature,7339201840,3.0620274002892227,3; p: 6.0
Out_Current,7339203587,9.047668811362826,3; p: 6.0
Out_Voltage,7339204774,11.716756662832111,3; p: 6.0
In_Voltage,7339205961,9.11468233807285,3; p: 6.0
Temperature,7339207148,0.03891868840254215,4; p: 6.0
Out_Current,7339211339,0.1487455618436969,4; p: 6.0
Out_Voltage,7339212596,2.315501577045946,4; p: 6.0
In_Voltage,7339213714,18.130786450244223,4; p: 6.0
Temperature,7349927855,19.2126798751417,1; p: 6.0
Out_Current,7349930229,2.0516574422125027,1; p: 6.0
Out_Voltage,7349932045,9.176688124976588,1; p: 6.0
In_Voltage,7349933512,2.2387960997466254,1; p: 6.0
Temperature,7349934909,0.08798866958820654,2; p: 6.0
Out_Current,7349937981,16.10624625579031,2; p: 6.0
Out_Voltage,7349939169,9.071775830312736,2; p: 6.0
In_Voltage,7349940915,19.052960461087018,2; p: 6.0
Temperature,7349942172,1.1242522279328135,3; p: 6.0
Out_Current,7349943359,12.28569122165547,3; p: 6.0
Out_Voltage,7349944477,5.646451016711083,3; p: 6.0
In_Voltage,7349945664,11.0965416977612,3; p: 6.0
Temperature,7349946851,2.2832263560305734,4; p: 6.0
Out_Current,7349947969,4.106419564964373,4; p: 6.0
Out_Voltage,7349949715,7.031558223428152,4; p: 6.0
In_Voltage,7349950832,8.268406526206315,4; p: 6.0
Temperature,7360683062,19.270500866317096,1; p: 6.0
Out_Current,7360685716,13.757202104517287,1; p: 6.0
Out_Voltage,7360687322,1.321592246384438,1; p: 6.0
In_Voltage,7360688789,1.2641115481180987,1; p: 6.0
Temperature,7360690186,16.4449002921562,2; p: 6.0
Out_Current,7360692561,1.1967851812517472,2; p: 6.0
Out_Voltage,7360693748,16.033188582674747,2; p: 6.0
In_Voltage,7360694935,12.465450587738184,2; p: 6.0
Temperature,7360696192,10.255433693238777,3; p: 6.0
Out_Current,7360697380,16.193095331414643,3; p: 6.0
Out_Voltage,7360698637,10.040994052548406,3; p: 6.0
In_Voltage,7360699824,19.068381398155047,3; p: 6.0
Temperature,7360701640,8.666998491555699,4; p: 6.0
Out_Current,7360702827,1.2076592104044863,4; p: 6.0
Out_Voltage,7360703945,13.248632810906106,4; p: 6.0
In_Voltage,7360705062,12.15911958267307,4; p: 6.0
Temperature,7371421089,13.425825598892768,1; p: 6.0
Out_Current,7371424232,0.021592082014980342,1; p: 6.0
Out_Voltage,7371428632,15.002416848840529,1; p: 6.0
In_Voltage,7371432333,5.927224245915804,1; p: 6.0
Temperature,7371433800,13.205175500359298,2; p: 6.0
Out_Current,7371435057,2.3117181794690866,2; p: 6.0
Out_Voltage,7371436314,14.091043613616169,2; p: 6.0
In_Voltage,7371437502,7.707590255137197,2; p: 6.0
Temperature,7371438759,15.289462825899141,3; p: 6.0
Out_Current,7371439946,0.4387044972505278,3; p: 6.0
Out_Voltage,7371441762,13.003694150442604,3; p: 6.0
In_Voltage,7371442880,5.079505313765123,3; p: 6.0
Temperature,7371444137,8.022788593355092,4; p: 6.0
Out_Current,7371445324,12.066516380789809,4; p: 6.0
Out_Voltage,7371446511,4.016251965165496,4; p: 6.0
In_Voltage,7371447629,2.034007707565296,4; p: 6.0
Temperature,7382166728,15.354967900766809,1; p: 6.0
Out_Current,7382170849,18.024955139027746,1; p: 6.0
Out_Voltage,7382172525,15.31096867318449,1; p: 6.0
In_Voltage,7382174062,3.588336238808986,1; p: 6.0
Temperature,7382175459,0.4902654374446206,2; p: 6.0
Out_Current,7382176855,0.02939689783877846,2; p: 6.0
Out_Voltage,7382180417,11.12213853355302,2; p: 6.0
In_Voltage,7382181535,2.188354471908667,2; p: 6.0
Temperature,7382183211,13.110123078771352,3; p: 6.0
Out_Current,7382184468,17.258245965597318,3; p: 6.0
Out_Voltage,7382185586,14.012136804191465,3; p: 6.0
In_Voltage,7382186773,0.07520888204092963,3; p: 6.0
Temperature,7382188240,18.095994380261565,4; p: 6.0
Out_Current,7382189287,11.119425996738993,4; p: 6.0
Out_Voltage,7382190475,19.014696687396018,4; p: 6.0
In_Voltage,7382192151,11.601036827998936,4; p: 6.0
Temperature,7392915092,1.0959014338909878,1; p: 6.0
Out_Current,7392920120,3.003059230974159,1; p: 6.0
Out_Voltage,7392923054,4.1459486570720445,1; p: 6.0
In_Voltage,7392925149,0.30039125529937705,1; p: 6.0
Temperature,7392927104,0.42865218934958493,2; p: 6.0
Out_Current,7392928571,3.5148022121674223,2; p: 6.0
Out_Voltage,7392933600,0.010376905881316628,2; p: 6.0
In_Voltage,7392938139,11.27965438899634,2; p: 6.0
Temperature,7392939885,18.602984170021763,3; p: 6.0
Out_Current,7392941352,5.214268272444879,3; p: 6.0
Out_Voltage,7392943308,6.124898277423079,3; p: 6.0
In_Voltage,7392944774,10.632083293060253,3; p: 6.0
Temperature,7392946730,15.208538555240988,4; p: 6.0
Out_Current,7392949034,3.6026580697619095,4; p: 6.0
Out_Voltage,7392950501,6.000049373284963,4; p: 6.0
In_Voltage,7392951828,1.1094338913203252,4; p: 6.0
Temperature,7403666318,17.254292364227037,1; p: 6.0
Out_Current,7403668833,1.1070403002377094,1; p: 6.0
Out_Voltage,7403670579,0.011477307362776147,1; p: 6.0
In_Voltage,7403674979,4.016450956408984,1; p: 6.0
Temperature,7403677284,1.005561661527589,2; p: 6.0
Out_Current,7403678610,5.815635292933278,2; p: 6.0
Out_Voltage,7403679728,8.154315826595381,2; p: 6.0
In_Voltage,7403680915,18.07162607282833,2; p: 6.0
Temperature,7403682173,9.005747276280823,3; p: 6.0
Out_Current,7403683290,2.6885161825511905,3; p: 6.0
Out_Voltage,7403684477,12.168690572763543,3; p: 6.0
In_Voltage,7403686223,13.063895514294712,3; p: 6.0
Temperature,7403687480,10.094919939136243,4; p: 6.0
Out_Current,7403688598,3.1128858668476984,4; p: 6.0
Out_Voltage,7403689855,2.379924522279187,4; p: 6.0
In_Voltage,7403690972,11.07046220232814,4; p: 6.0
Temperature,7414414821,6.339542066500754,1; p: 6.0
Out_Current,7414417475,9.47019765015169,1; p: 6.0
Out_Voltage,7414420618,2.1267393002353816,1; p: 6.0
In_Voltage,7414422225,1.05164103977294,1; p: 6.0
Temperature,7414423622,13.202199918690873,2; p: 6.0
Out_Current,7414424879,2.158272306102286,2; p: 6.0
Out_Voltage,7414426136,2.116544076345282,2; p: 6.0
In_Voltage,7414427323,0.21693987590100228,2; p: 6.0
Temperature,7414428650,16.00393636596889,3; p: 6.0
Out_Current,7414430536,15.018096815960439,3; p: 6.0
Out_Voltage,7414431793,9.138076043246432,3; p: 6.0
In_Voltage,7414432910,2.3511603493367286,3; p: 6.0
Temperature,7414434168,0.16301299675818454,4; p: 6.0
Out_Current,7414435355,1.1537878951480642,4; p: 6.0
Out_Voltage,7414436472,15.700873057965055,4; p: 6.0
In_Voltage,7414437660,11.060940378755372,4; p: 6.0
Temperature,7425150055,17.598981485876028,1; p: 6.0
Out_Current,7425153337,4.4267791601961495,1; p: 6.0
Out_Voltage,7425155572,10.698360475543767,1; p: 6.0
In_Voltage,7425158016,11.481804357553262,1; p: 6.0
Temperature,7425159902,0.49548022803931707,2; p: 6.0
Out_Current,7425161718,12.502658222997004,2; p: 6.0
Out_Voltage,7425163115,7.28738509730851,2; p: 6.0
In_Voltage,7425165490,8.362442490929858,2; p: 6.0
Temperature,7425167096,7.479067138775664,3; p: 6.0
Out_Current,7425168562,9.244329227514726,3; p: 6.0
Out_Voltage,7425170029,7.566163502143242,3; p: 6.0
In_Voltage,7425171356,4.139898569442366,3; p: 6.0
Temperature,7425172893,7.048980095440898,4; p: 6.0
